Customer_ID,complete_Mean,months
1001249,42.66666667,45
1001250,0.333333333,43
1001251,138.3333333,47
1001252,45.33333333,43
1001253,271.3333333,49
1001254,77.33333333,47
1001255,3,43
1001256,201,47
1001257,53.33333333,47
1001258,53,49
1001259,42,45
1001260,8.333333333,43
1001261,198.6666667,45
1001262,0,47
1001263,66.66666667,43
1001264,118,47
1001265,130.6666667,45
1001266,223,43
1001267,93.66666667,45
1001268,101,49
1001269,21.33333333,43
1001270,28.66666667,49
1001271,19.33333333,43
1001272,40.33333333,43
1001273,0,43
1001274,47,49
1001275,48.66666667,47
1001276,3.666666667,45
1001277,119.3333333,47
1001278,219.6666667,45
1001279,462.3333333,49
1001280,142.3333333,47
1001281,0.666666667,49
1001282,0,47
1001283,21,47
1001284,195.6666667,45
1001285,7.333333333,43
1001286,0,49
1001287,6.333333333,47
1001288,492.3333333,45
1001289,17.33333333,49
1001290,145.3333333,43
1001291,11.66666667,47
1001292,335,45
1001293,0,49
1001294,88.33333333,45
1001295,52.66666667,49
1001296,74.66666667,43
1001297,612.6666667,47
1001298,32,43
1001299,52.66666667,49
1001300,24.66666667,43
1001301,66.33333333,47
1001302,62.66666667,43
1001303,0,49
1001304,20,47
1001305,103,45
1001306,9.666666667,49
1001307,36,43
1001308,145.6666667,43
1001309,25,43
1001310,14.66666667,43
1001311,307.3333333,45
1001312,150,49
1001313,79.33333333,43
1001314,68,47
1001315,175,47
1001316,281,49
