Customer_ID,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod
1000164,33.66666667,0,0.333333333,0,49,1,1,N,A
1000165,196.3333333,0,3.666666667,1,51,1,1,N,AA
1000166,62.33333333,0,0,1,53,1,1,N,BA
1000167,29.33333333,0,0,0,51,1,1,Y,A
1000168,267.3333333,0,19,1,51,1,1,U,A
1000169,58.33333333,0,0,0,51,1,1,N,A
1000170,64.33333333,0,2,0,51,1,1,Y,B
1000171,95.33333333,0,0,0,53,1,1,Y,A
1000172,244.3333333,0,2.666666667,0,49,2,2,N,A
1000173,210.3333333,0,1,1,51,2,1,N,A
1000174,318.6666667,0,8,1,51,2,2,N,A
1000175,0.333333333,0,0,0,49,1,1,Y,G
1000176,334.3333333,0,18.66666667,0,53,2,1,N,B
1000177,0,0,0,0,53,2,2,U,B
1000178,472.3333333,0,51.66666667,1,55,3,3,Y,BA
1000179,962,0,65.66666667,1,51,1,1,N,A
1000180,52.33333333,0,0,1,53,1,1,Y,A
1000181,267,0,0.333333333,0,49,1,1,Y,B
1000182,421.6666667,0,11,1,51,1,1,N,B
1000183,115.3333333,0,2,1,51,6,2,Y,G
1000184,14.33333333,0,0,1,49,1,1,N,A
1000185,8.333333333,0,0,0,53,1,1,Y,A
1000186,207,0,7.333333333,1,53,2,2,N,A
1000187,13.66666667,0,0,0,51,1,1,Y,A
1000188,318,0,7,1,49,1,1,N,A
1000189,628.6666667,0,13.33333333,0,55,3,2,Y,AA
1000190,126,0,0.333333333,0,55,2,2,Y,A
1000191,659.3333333,0,60.66666667,1,55,3,2,N,B
1000192,91,0,0,1,49,1,1,Y,B
1000193,195.6666667,0,3.333333333,1,51,2,2,N,A
1000194,87.66666667,0,0,1,55,2,2,Y,A
1000195,0,0,0,1,51,1,1,Y,A
1000196,92.66666667,0,0.666666667,0,55,1,1,N,Z
1000197,565.3333333,0,26.66666667,1,49,2,2,N,A
1000198,12.33333333,0,0,1,49,2,2,N,B
1000199,0,0,0,1,55,2,2,N,A
1000200,1063.666667,0,32,0,51,2,2,N,B
1000201,15.33333333,0,0,1,49,1,1,Y,A
1000202,0,0,0,1,55,2,2,Y,B
1000203,587.3333333,0,20.33333333,1,51,2,1,N,A
1000204,15.33333333,0,0,1,51,1,1,N,A
1000205,117.3333333,0,1.333333333,0,53,1,1,N,C
1000206,98.66666667,0,4,1,49,3,3,N,A
1000207,49,0,0.333333333,0,49,2,2,N,A
1000208,9,0,0,1,53,1,1,N,A
1000209,95.33333333,0,0.666666667,1,53,1,1,N,C
1000210,516.3333333,0,44.66666667,0,49,3,3,Y,A
1000211,286.6666667,0,12.33333333,0,55,1,1,Y,A
1000212,197,0,1.666666667,0,51,2,1,Y,BA
1000213,324.6666667,0,22.66666667,1,53,1,1,N,A
1000214,79.33333333,0,0.333333333,1,53,2,2,Y,AA
1000215,75,0,0.333333333,1,49,3,3,N,B
1000216,389,0.666666667,26,0,53,2,2,Y,A
1000217,0.666666667,0,0,0,49,1,1,Y,K
1000218,2,0,0,1,53,1,1,N,A
1000219,221,0,8,1,49,3,2,Y,A
1000220,0,0,0,1,51,1,1,N,A
1000221,277,0,19,1,53,2,2,N,A
1000222,26,0,0,0,53,3,0,N,A
1000223,13,0,0,1,51,1,1,U,A
1000224,280.3333333,0,1.333333333,1,49,6,4,N,A
1000225,0,0,0,1,55,2,2,N,A
1000226,0,0,0,1,49,1,1,N,A
1000227,91,0.666666667,2.666666667,1,53,1,1,N,AA
1000228,60.66666667,0,0,1,49,1,1,Y,B
1000229,596.3333333,0,4,1,51,2,2,Y,A
1000230,210.3333333,0,5.333333333,0,55,1,1,N,C
1000231,285.6666667,0,0.333333333,1,49,1,1,N,A
1000232,0,0,0,1,49,1,1,N,A
1000233,123,0,3,0,53,2,2,Y,BA
1000234,36.33333333,0,0,1,53,1,1,N,B
1000235,132,0,1.333333333,1,53,3,3,N,A
1000236,40.33333333,0,0,1,49,2,1,N,A
1000237,90.66666667,0,1.333333333,1,51,1,1,N,D
1000238,135,0,3.666666667,0,55,2,2,N,B
1000239,743.3333333,0,48.33333333,1,53,5,1,N,A
1000240,2.666666667,0,0,0,55,2,2,Y,A
1000241,137.6666667,0,0.666666667,1,55,4,4,Y,A
1000242,144,0,2,1,51,2,2,N,A
1000243,327,0,23.66666667,1,53,1,1,N,C
1000244,105,0,0,0,51,2,2,N,A
1000245,0.333333333,0,0,1,51,5,1,U,A
1000246,18,0,0.333333333,0,49,3,1,Y,A
1000247,613.6666667,0,31.33333333,1,55,2,2,Y,A
1000248,64.33333333,0,0.666666667,1,51,1,1,N,A
1000249,143.6666667,0,3,1,49,1,1,N,D
1000250,180.6666667,0,6.333333333,0,51,5,5,Y,AA
1000251,712,0,14,1,55,1,1,N,A
1000252,55.33333333,0,0.333333333,1,49,1,1,N,E
1000253,12,0,0,0,51,1,1,N,A
1000254,231.6666667,0,1.666666667,0,51,2,2,Y,A
1000255,171.3333333,0,9,1,48,2,1,N,A
1000256,59.33333333,0,0,1,48,3,2,Y,B
1000257,372.3333333,0,6.666666667,1,51,6,5,N,A
1000258,154.3333333,0,11.33333333,1,53,4,2,N,A
1000259,128.6666667,0,1.666666667,1,51,3,1,U,A
1000260,87.33333333,0,0,1,55,1,1,N,A
1000261,168.3333333,0,8.333333333,0,53,1,1,N,B
1000262,199,0,0.666666667,1,51,3,2,N,A
1000263,140.3333333,0,0.333333333,0,53,1,1,Y,A
1000264,118.3333333,0.333333333,0.333333333,0,53,2,1,N,A
1000265,60.33333333,0,0,0,55,2,1,N,AA
1000266,411.3333333,0,6,1,48,2,2,U,EA
1000267,5,0,0,1,50,3,2,Y,B
1000268,279,0,45.33333333,1,52,1,1,N,A
1000269,197,0,0.333333333,1,48,3,2,Y,B
1000270,326,0,3.333333333,1,53,3,1,Y,A
1000271,109,0,0.666666667,1,50,3,1,N,B
1000272,41.33333333,0,0.333333333,1,50,1,1,Y,C
1000273,50.66666667,0,1,1,52,1,1,Y,A
1000274,260,0,16.66666667,0,54,2,2,N,BA
1000275,139.6666667,0,5,1,54,1,1,N,A
1000276,5.666666667,0,0,1,48,2,2,N,A
1000277,100,0,0,1,48,2,2,N,A
1000278,100,0,0,1,54,1,1,U,A
1000279,449.6666667,0,37.66666667,1,50,2,2,N,A
1000280,76,0,0,1,48,1,1,Y,A
1000281,9.333333333,0,0,1,50,1,1,N,A
1000282,508.3333333,0,14.66666667,1,54,1,1,Y,B
1000283,56,0,0,1,54,2,2,U,B
1000284,351.3333333,0,8.666666667,1,50,1,1,Y,K
1000285,49.66666667,0,1,1,50,1,1,U,A
1000286,10.33333333,0,0,1,48,2,2,N,A
1000287,166,0,2.333333333,1,48,2,2,Y,B
1000288,2.666666667,0,0,0,54,1,1,Y,A
1000289,77,0,1,0,52,1,1,N,C
1000290,9.333333333,0,0,1,50,1,1,Y,A
1000291,37.33333333,0,0,1,54,1,1,Y,A
1000292,232,0,1.666666667,1,52,1,1,Y,C
1000293,214,0,7,0,48,1,1,U,A
1000294,11.66666667,0,0,1,52,1,1,N,A
1000295,142.3333333,0,1,0,48,3,3,U,A
1000296,313.6666667,0,9,0,48,1,1,Y,B
1000297,0,0,0,1,50,3,3,U,A
1000298,0,0,0,1,54,1,1,N,A
1000299,17.66666667,0,0,1,54,1,1,Y,C
1000300,311,0,40.33333333,0,48,1,1,N,AA
1000301,725.6666667,0,50,1,48,5,4,N,A
1000302,276,0,0.333333333,0,48,1,1,N,A
1000303,25.66666667,0,0.333333333,1,48,1,1,Y,C
1000304,170.3333333,0,11.66666667,0,50,1,1,N,A
1000305,58,0,0,0,48,1,1,U,A
1000306,65.33333333,0,0.333333333,1,50,2,2,Y,A
1000307,516.6666667,0,4,0,50,1,1,N,C
1000308,109.3333333,0,1,1,54,1,1,Y,A
1000309,41.66666667,0,0.666666667,1,48,3,1,Y,B
1000310,381.6666667,0,39.33333333,0,48,4,3,U,A
1000311,508.6666667,0,0.333333333,1,48,1,1,Y,A
1000312,118.3333333,0,0.666666667,0,50,1,1,N,A
1000313,26,0,0,1,50,4,1,N,A
1000314,178,0,1.666666667,1,50,2,2,N,A
1000315,0,0,0,1,50,5,4,Y,A
1000316,410.3333333,0,19.33333333,1,54,1,1,N,A
1000317,68.66666667,0,0.666666667,1,50,1,1,N,A
1000318,1186.666667,0,126.6666667,0,52,1,1,N,A
1000319,95.33333333,0,2,1,52,3,1,N,A
1000320,2.666666667,0,0,0,52,1,1,Y,A
1000321,260.3333333,0,3.666666667,0,48,1,1,Y,A
1000322,198.3333333,0,6.666666667,0,52,1,1,Y,A
1000323,269.6666667,0,4.666666667,0,48,1,1,Y,C
1000324,280,0,0,0,50,2,1,U,B
1000325,218.6666667,0,0,0,48,3,3,Y,A
1000326,10.33333333,0,0,1,48,1,1,Y,A
1000327,86,0,0,0,48,2,2,N,A
1000328,109.3333333,0,1,0,52,4,4,U,A
1000329,130,0,0,0,52,1,1,Y,B
1000330,4.666666667,0,0,1,50,1,1,Y,A
1000331,190,0,6,1,48,1,1,N,B
1000332,190,0,0.333333333,0,48,1,1,U,A
1000333,33.33333333,0,0,0,52,1,1,N,E
1000334,252.3333333,0,5,1,48,4,4,Y,A
1000335,110.6666667,0,0,1,50,1,1,N,G
1000336,141,0,1.666666667,1,52,2,1,Y,A
1000337,29.66666667,0,0,1,48,1,1,N,B
1000338,68.33333333,0,0,1,48,1,1,N,B
1000339,58.66666667,0,0,1,48,1,1,N,A
1000340,443.3333333,0,10.33333333,0,54,1,1,Y,D
1000341,463.3333333,0,21.33333333,0,54,1,1,N,A
1000342,420,0,1.666666667,0,48,4,2,U,A
1000343,341.6666667,0,8,0,50,3,3,Y,A
1000344,118.6666667,0,2.333333333,0,48,1,1,N,C
1000345,198,0,4.666666667,0,50,1,1,N,A
1000346,325.6666667,0,0,1,54,2,2,N,A
1000347,449,0,2.333333333,0,48,2,2,N,A
1000348,39.33333333,0,0.333333333,0,50,1,1,Y,A
1000349,413.3333333,0,5.666666667,1,52,2,2,N,C
1000350,128.6666667,0,6,1,54,1,1,U,A
1000351,46,0,0.333333333,0,54,1,1,Y,B
1000352,73,0,0,1,48,3,2,U,A
1000353,166,0,8,0,48,2,2,N,B
1000354,0,0,0,1,54,1,1,Y,A
1000355,101,0,2.333333333,0,48,1,1,U,C
1000356,54.33333333,0,0.333333333,0,50,1,1,Y,B
1000357,92,0,1.666666667,0,52,1,1,N,B
1000358,610.3333333,0,13,0,52,1,1,Y,A
1000359,2.333333333,0,0,0,50,1,1,N,A
1000360,154,0,2.666666667,0,52,2,1,Y,B
1000361,273,0,3.666666667,0,50,1,1,Y,B
1000362,93.33333333,0,3,1,52,2,2,N,A
1000363,147.6666667,0,0.666666667,1,54,3,2,N,A
1000364,565.3333333,0,15.33333333,0,52,1,1,Y,C
1000365,858.3333333,0,13.33333333,0,50,1,1,Y,B
1000366,237.6666667,0,1.666666667,1,52,5,3,N,A
1000367,45.33333333,0,0,0,50,1,1,N,A
1000368,131,0,1.666666667,1,48,1,1,Y,E
1000369,303.6666667,0,0,0,54,2,1,N,B
1000370,227.6666667,0,4.666666667,0,50,2,2,N,A
1000371,76,0,0,1,52,1,1,Y,U
1000372,36.66666667,0,0.333333333,1,52,1,1,N,A
1000373,129,0,7.333333333,1,54,1,1,Y,C
1000374,371.6666667,0,0.333333333,1,50,1,1,N,AA
1000375,246.3333333,0,0,1,48,1,1,Y,A
1000376,136.6666667,0,3.333333333,0,52,1,1,Y,A
1000377,0,0,0,1,54,1,1,Y,A
1000378,65.66666667,0,2,1,52,1,1,Y,A
1000379,0,0,0,0,52,1,1,N,C
1000380,57.33333333,0,0,0,54,1,1,Y,A
1000381,182.3333333,0,21,0,48,2,1,Y,A
1000382,287.3333333,0,7.666666667,0,50,1,1,N,A
1000383,101.6666667,0,0.333333333,0,48,1,1,Y,A
1000384,177.6666667,0,0,1,52,2,2,Y,A
1000385,353,0,8.333333333,1,50,1,1,N,C
1000386,232,0,9.666666667,1,52,1,1,N,C
1000387,276.3333333,0,16.66666667,1,52,1,1,U,A
1000388,20,0,0,1,50,1,1,N,A
1000389,33,0,0.333333333,1,50,7,4,N,A
1000390,109.3333333,0,2,0,50,1,1,N,CA
1000391,17.66666667,0,0.333333333,0,48,1,1,Y,A
1000392,2.666666667,0,0,0,54,1,1,Y,C
1000393,97.33333333,0,0.333333333,1,48,1,1,Y,A
1000394,305,0,10.66666667,1,50,7,4,N,A
1000395,314,0,20.33333333,0,50,1,1,Y,A
1000396,197,0,3.666666667,0,50,3,3,Y,B
1000397,165,0,1,1,52,1,1,N,A
1000398,28.33333333,0,0.333333333,1,48,1,1,N,A
1000399,89.66666667,0,1,1,50,5,2,N,A
1000400,598,0,22.33333333,1,52,1,1,N,A
1000401,114.3333333,0,0,0,50,1,1,N,C
1000402,72.33333333,0,0,1,50,1,1,N,AA
1000403,371,0,7,0,52,1,1,N,U
1000404,100.6666667,0,0.333333333,1,48,1,1,Y,A
1000405,6,0,0,1,48,1,1,U,A
1000406,603,0,32.66666667,0,48,3,2,N,B
1000407,29,0,0.333333333,0,48,2,2,Y,I
1000408,0,0,0,1,52,1,1,N,A
1000409,220.3333333,0,7.666666667,0,52,3,2,Y,A
1000410,555,0,21.66666667,0,48,2,2,N,A
1000411,90.66666667,0,2,0,52,2,2,N,A
1000412,36.33333333,0,0.666666667,0,54,1,1,U,A
1000413,277.6666667,0,4.666666667,0,48,1,1,N,B
1000414,177.6666667,0,0.666666667,0,48,1,1,N,A
1000415,0,0,0,1,48,1,1,Y,A
1000416,167,0,6.666666667,0,52,1,1,Y,A
1000417,10.66666667,0,0,1,52,4,3,U,B
1000418,205.6666667,0,0,0,50,2,1,N,A
1000419,5.666666667,0,0,1,54,5,1,N,A
1000420,65.66666667,0,0.666666667,1,50,1,1,N,C
1000421,149.6666667,0,0,0,50,1,1,Y,C
1000422,131.3333333,0,7.333333333,0,54,4,4,U,A
1000423,174,0,0,1,50,2,1,U,B
1000424,61.33333333,0,0.333333333,0,50,2,2,Y,A
1000425,283.3333333,0,17.33333333,0,50,1,1,Y,AA
1000426,376,0,9,1,54,5,5,N,A
1000427,478.3333333,0,6.666666667,0,54,2,1,Y,A
1000428,86.33333333,0,0.333333333,0,48,2,2,N,A
1000429,22.33333333,0,0.333333333,1,52,7,4,U,U
1000430,117.3333333,0,0,1,48,1,1,Y,E
1000431,349.3333333,0,14.66666667,1,52,1,1,U,B
1000432,410.3333333,1.333333333,26.66666667,1,54,2,1,N,A
1000433,327.3333333,0,11,0,50,2,2,N,A
1000434,79.66666667,0,2,1,48,2,1,N,A
1000435,53.33333333,0,0,0,52,2,2,N,A
1000436,158.3333333,0,3.666666667,0,52,1,1,N,U
1000437,20.66666667,0,0,1,50,1,1,Y,A
1000438,424.6666667,0,46,1,54,2,2,U,A
1000439,199.6666667,0,4.333333333,0,48,3,2,N,A
1000440,82.66666667,0,1.666666667,1,54,2,1,N,A
1000441,0.666666667,0,0,1,52,1,1,N,A
1000442,0,0,0,1,54,2,2,N,A
1000443,30.33333333,0,0,0,48,2,2,Y,A
1000444,169,0,1,1,50,1,1,Y,A
1000445,531.6666667,0,28.33333333,1,54,1,1,N,A
1000446,76.66666667,0,1,1,47,1,1,N,A
1000447,1.333333333,0,0,1,47,1,1,N,A
1000448,601,0,69,0,52,2,2,N,A
1000449,0,0,0,0,50,2,1,U,B
1000450,9,0,0,1,47,1,1,N,A
1000451,154.6666667,0,1.333333333,0,47,1,1,U,A
1000452,100,0,0,1,52,2,1,Y,A
1000453,67.66666667,0,2,1,51,1,1,N,C
1000454,162.3333333,0,4.666666667,0,47,1,1,Y,A
1000455,35.33333333,0,0,0,47,3,2,N,A
1000456,222.3333333,0,0.333333333,0,47,3,1,N,B
1000457,871.6666667,0,59,0,53,1,1,N,A
1000458,44,0,0.666666667,0,53,1,1,N,A
1000459,110.6666667,0,2.333333333,1,47,2,2,Y,A
1000460,98.66666667,0,2.666666667,1,47,2,2,N,A
1000461,165.3333333,0,0.333333333,0,51,2,1,U,B
1000462,56.66666667,0,0.333333333,1,47,1,1,N,C
1000463,549,0,15,0,53,4,4,Y,A
1000464,163.6666667,0,1.666666667,0,51,2,1,Y,Z
1000465,181,0,1.666666667,0,53,2,2,N,A
1000466,32,0,0,1,49,1,1,N,A
1000467,349,0,3,0,53,2,2,N,A
1000468,186.3333333,0,3.666666667,1,47,1,1,U,A
1000469,64,0,0.666666667,1,53,1,1,Y,A
1000470,84.33333333,0,1.333333333,0,49,1,1,N,A
1000471,102.3333333,0,1.333333333,1,53,2,1,Y,A
1000472,10.66666667,0,0,0,49,1,1,N,A
1000473,204.6666667,0,6,1,51,2,2,N,A
1000474,157,0,0.333333333,1,47,1,1,N,C
1000475,94,0,0,1,53,2,2,N,B
1000476,116.6666667,0,0,1,53,2,2,N,U
1000477,6.333333333,0,0,1,49,1,1,U,A
1000478,108,0,0.666666667,0,47,1,1,Y,A
1000479,75.33333333,0,0,1,53,3,1,U,J
1000480,167.3333333,0,1.333333333,0,49,1,1,Y,U
1000481,253.3333333,0,21.33333333,0,49,1,1,N,C
1000482,129.3333333,0,0.666666667,1,51,1,1,Y,C
1000483,61.33333333,0,0,1,47,2,2,N,A
1000484,25.33333333,0,0.666666667,1,49,2,2,N,A
1000485,196.3333333,0,3.666666667,0,51,1,1,U,BA
1000486,117.6666667,0,1.333333333,1,47,1,1,N,A
1000487,17,0,0,1,51,3,1,Y,A
1000488,96.33333333,0,7.333333333,0,51,1,1,N,A
1000489,107.3333333,0,1.333333333,1,53,1,1,N,A
1000490,437.3333333,0,0.333333333,0,51,1,1,Y,C
1000491,408.6666667,0,11.66666667,0,53,1,1,N,A
1000492,249.3333333,0,6,1,49,3,2,N,B
1000493,376.6666667,0,9.666666667,1,47,1,1,N,C
1000494,569,0,64.66666667,0,49,3,2,N,A
1000495,39.66666667,0,0.333333333,1,51,1,1,N,G
1000496,191.6666667,0,1.666666667,0,47,1,1,N,A
1000497,14.33333333,0,0,1,53,1,1,N,A
1000498,82.66666667,0,1.333333333,0,53,2,2,N,BA
1000499,523.3333333,0,25.33333333,0,47,2,1,N,B
1000500,93.66666667,0,2,0,49,2,2,N,G
1000501,120.3333333,0,0,1,47,1,1,Y,A
1000502,6,0,0,1,47,1,1,N,A
1000503,60.33333333,0,0.666666667,1,51,2,2,Y,A
1000504,5.666666667,0,0,1,47,3,3,U,A
1000505,124.6666667,0,3.333333333,1,47,1,1,Y,A
1000506,120.6666667,0,2,0,53,1,1,N,A
1000507,85.66666667,0,0.666666667,1,49,1,1,Y,A
1000508,125.3333333,0,3.333333333,0,53,1,1,U,E4
1000509,96.66666667,0,5.333333333,0,47,1,1,Y,A
1000510,183.3333333,0,2.666666667,1,51,3,3,N,B
1000511,154.6666667,0,8.333333333,0,51,5,5,Y,A
