Customer_ID,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays
1000077,0,N,U,U,U,U,U,Y,309
1000078,1,N,U,U,U,Y,U,Y,839
1000079,0,N,U,U,U,U,U,Y,716
1000080,0,N,U,U,U,U,U,N,374
1000081,0,D,U,U,U,U,U,Y,163
1000082,0,H,U,U,U,U,U,N,376
1000083,0,G,U,U,U,U,U,Y,47
1000084,1,U,U,U,U,U,U,Y,233
1000085,0,S,U,U,U,U,U,Y,10
1000086,0,N,U,U,U,U,U,Y,175
1000087,0,O,U,U,U,U,U,Y,49
1000088,0,N,U,U,U,U,U,Y,4
1000089,0,S,U,U,U,U,U,Y,350
1000090,0,N,U,U,U,U,U,Y,129
1000091,0,S,U,U,U,U,U,Y,331
1000092,1,N,Y,Y,Y,U,U,Y,675
1000093,0,O,U,U,U,U,U,Y,146
1000094,0,U,U,U,U,U,U,Y,158
1000095,1,S,U,U,U,Y,Y,Y,451
1000096,0,F,U,U,U,U,U,Y,1583
1000097,0,J,U,U,U,U,U,N,527
1000098,0,N,U,U,U,U,U,Y,807
1000099,0,N,U,U,U,Y,Y,Y,652
1000100,0,O,U,U,U,Y,Y,Y,161
1000101,0,Z,U,U,U,U,U,N,460
1000102,0,U,U,U,U,U,U,Y,306
1000103,,,,,,,,,1475
1000104,0,N,U,U,U,U,U,N,163
1000105,0,Z,Y,Y,U,U,U,Y,11
1000106,0,N,U,U,U,U,U,N,1116
1000107,0,N,U,U,U,U,U,N,1599
1000108,0,F,U,U,U,U,U,Y,693
1000109,0,H,U,U,U,U,U,N,240
1000110,0,J,U,U,U,Y,Y,Y,314
1000111,0,U,U,U,U,Y,Y,Y,452
1000112,0,H,U,U,U,U,U,Y,765
1000113,0,N,U,U,U,U,U,Y,1515
1000114,0,G,U,U,U,Y,U,Y,263
1000115,0,N,U,U,U,U,U,Y,387
1000116,1,N,U,U,U,U,U,Y,701
1000117,0,N,U,U,U,U,U,N,135
1000118,0,N,U,U,U,U,U,Y,133
1000119,0,H,U,U,Y,Y,U,Y,773
1000120,0,S,U,U,U,U,U,Y,206
1000121,0,U,U,U,U,U,U,Y,1619
1000122,0,N,U,U,U,Y,U,Y,168
1000123,0,F,U,U,U,U,U,N,336
1000124,0,H,U,U,U,U,U,Y,318
1000125,0,S,U,U,U,U,U,N,586
1000126,1,F,U,U,U,U,Y,Y,430
1000127,0,H,U,U,U,U,Y,Y,581
1000128,0,N,U,U,U,U,Y,Y,77
1000129,0,H,U,U,U,U,U,Y,116
1000130,0,U,U,U,U,U,U,N,656
1000131,0,U,U,U,U,U,U,N,72
1000132,0,H,Y,Y,U,Y,U,Y,504
1000133,0,N,U,U,U,Y,U,Y,45
1000134,0,G,U,U,U,U,U,Y,709
1000135,0,N,U,U,U,U,U,Y,10
1000136,0,U,U,U,U,U,U,Y,234
1000137,0,N,U,U,U,U,U,Y,296
1000138,0,I,U,U,U,U,U,Y,574
1000139,0,N,U,U,U,U,U,N,710
1000140,1,S,U,U,U,Y,U,Y,1053
1000141,1,S,U,U,U,U,U,Y,1672
1000142,0,H,U,U,U,U,U,N,616
1000143,0,S,U,U,U,U,U,N,124
1000144,0,F,U,U,U,U,U,Y,826
1000145,0,S,U,U,U,U,U,Y,754
1000146,1,H,U,U,Y,U,U,Y,285
1000147,0,N,U,U,U,U,U,Y,1565
1000148,0,U,U,U,U,U,U,Y,151
1000149,0,S,U,U,U,U,U,Y,385
1000150,,,,,,,,,69
1000151,0,S,U,U,U,U,U,N,270
1000152,0,N,U,Y,Y,U,U,Y,57
1000153,0,S,U,U,U,U,U,N,626
1000154,0,N,U,U,U,U,U,Y,241
1000155,0,G,Y,Y,U,U,U,Y,383
1000156,0,H,U,U,U,U,U,Y,107
1000157,0,N,U,U,U,U,U,N,109
1000158,1,S,U,U,U,U,U,Y,740
1000159,0,G,U,U,Y,Y,Y,Y,638
1000160,0,O,U,U,U,U,U,Y,776
1000161,0,N,U,U,U,Y,U,Y,1669
1000162,0,H,Y,U,U,U,U,Y,226
1000163,0,G,U,U,U,Y,U,Y,805
1000164,0,H,U,U,U,Y,U,N,517
1000165,0,G,Y,Y,U,U,U,Y,206
1000166,0,N,U,U,U,U,U,Y,485
1000167,0,N,U,U,U,U,U,Y,185
1000168,0,U,U,U,U,U,U,Y,734
1000169,0,H,U,U,U,U,U,Y,180
1000170,0,U,U,U,U,U,U,N,275
1000171,0,H,U,U,U,U,U,Y,181
1000172,0,G,U,U,U,Y,Y,Y,769
1000173,0,R,U,U,U,U,U,Y,249
1000174,0,N,U,Y,U,U,U,Y,143
1000175,0,N,U,U,U,U,U,Y,1497
1000176,0,N,U,U,U,U,U,Y,153
1000177,0,N,U,U,U,U,U,Y,422
1000178,1,F,U,U,U,U,U,Y,132
1000179,0,N,U,U,U,Y,U,Y,88
1000180,0,N,U,U,Y,Y,U,Y,1044
1000181,0,G,U,U,U,U,U,Y,418
1000182,0,S,U,U,U,U,U,Y,395
1000183,0,F,U,U,U,U,U,N,279
1000184,0,U,U,U,U,U,U,Y,411
1000185,0,U,U,U,U,U,Y,Y,561
1000186,0,N,U,U,U,U,U,Y,206
1000187,0,N,U,U,U,U,U,Y,94
1000188,0,N,U,U,U,U,U,Y,476
1000189,0,H,U,Y,U,U,U,Y,409
1000190,0,H,U,U,Y,Y,U,Y,253
1000191,0,Z,U,U,U,U,U,N,-3
1000192,0,H,U,U,U,U,U,Y,1493
1000193,1,D,U,U,Y,U,U,Y,135
1000194,0,O,U,U,U,U,U,Y,542
1000195,0,N,U,U,U,U,U,Y,1553
1000196,0,U,U,U,U,U,U,N,831
1000197,0,U,U,U,Y,U,U,Y,584
1000198,0,Z,U,U,U,U,U,Y,1490
1000199,0,N,U,U,U,U,U,Y,1333
1000200,0,H,U,U,U,U,U,Y,252
1000201,0,Z,U,U,Y,U,U,Y,1489
1000202,0,F,U,U,Y,U,U,Y,165
1000203,0,S,U,U,U,U,U,Y,489
1000204,0,N,U,U,U,U,U,Y,503
1000205,0,N,U,U,Y,U,Y,Y,318
1000206,0,N,U,U,U,U,U,N,397
1000207,1,J,U,U,U,Y,Y,Y,315
1000208,0,N,Y,U,U,Y,U,Y,1595
1000209,1,G,U,U,U,U,U,Y,672
1000210,0,H,Y,Y,Y,Y,U,Y,77
1000211,0,I,U,U,U,U,U,Y,299
1000212,0,H,U,U,U,U,Y,Y,506
1000213,0,S,U,U,U,U,U,N,216
1000214,0,G,U,U,U,U,U,N,1592
1000215,0,J,U,U,U,U,U,N,1485
1000216,0,N,U,U,U,Y,Y,Y,78
1000217,,,,,,,,,670
1000218,1,U,U,U,U,U,U,Y,1592
1000219,0,N,U,U,U,U,U,Y,25
1000220,0,U,U,U,U,U,U,Y,198
1000221,0,G,Y,U,U,U,U,Y,452
1000222,0,N,U,U,U,U,U,N,329
1000223,0,N,U,U,U,U,U,N,634
1000224,0,H,U,Y,Y,U,U,Y,475
1000225,0,U,U,U,U,U,U,Y,902
1000226,0,S,U,U,U,U,U,N,1483
1000227,0,B,U,U,U,U,U,Y,1590
1000228,0,S,U,U,U,U,U,Y,669
1000229,0,N,U,U,U,U,U,Y,166
1000230,0,N,U,U,U,U,U,Y,99
1000231,0,R,U,U,U,U,U,N,515
1000232,0,G,U,U,U,U,U,N,4
1000233,0,I,U,U,U,U,U,Y,86
1000234,1,S,U,U,U,U,U,Y,278
1000235,0,U,U,U,U,U,Y,Y,477
1000236,0,S,U,U,U,U,U,N,964
1000237,0,N,U,U,U,U,U,Y,61
1000238,0,U,U,U,U,U,U,Y,675
1000239,0,H,U,U,U,U,U,Y,402
1000240,0,N,U,U,U,U,U,Y,799
1000241,1,N,U,U,U,U,U,Y,1088
1000242,0,U,U,U,U,U,U,Y,299
1000243,0,N,U,U,U,U,U,N,80
1000244,1,S,U,U,U,U,U,Y,47
1000245,1,J,U,U,U,U,U,Y,768
1000246,0,N,U,U,U,U,U,Y,325
1000247,0,N,U,U,U,U,U,Y,109
1000248,0,H,U,U,U,U,U,Y,578
1000249,0,S,U,U,U,U,U,N,128
1000250,0,U,U,U,U,U,U,N,30
1000251,0,N,U,U,U,U,U,Y,408
1000252,0,S,U,U,U,U,U,Y,195
1000253,0,G,U,U,U,U,U,Y,1538
1000254,0,J,U,U,U,U,U,N,239
1000255,0,N,U,U,U,U,U,Y,305
1000256,1,I,U,U,U,U,U,Y,919
1000257,0,U,U,U,Y,U,U,Y,643
1000258,0,G,U,U,Y,U,U,Y,361
1000259,0,U,U,U,U,U,U,N,519
1000260,1,F,U,U,U,U,U,Y,1644
1000261,0,N,U,U,U,U,U,Y,693
1000262,0,U,U,U,Y,U,U,Y,804
1000263,0,G,U,U,U,U,U,Y,1583
1000264,0,N,U,U,U,U,U,N,75
1000265,0,H,U,U,U,U,U,Y,443
1000266,0,N,U,U,U,U,U,Y,39
1000267,0,S,U,U,U,U,U,Y,358
1000268,0,U,U,U,U,U,U,N,294
1000269,0,N,U,U,U,U,U,Y,431
1000270,0,U,U,U,U,U,U,Y,957
1000271,0,S,U,U,U,U,U,Y,293
1000272,0,H,U,U,U,U,U,Y,90
1000273,0,N,U,U,U,U,U,Y,650
1000274,0,N,U,U,U,U,U,Y,115
1000275,0,N,U,U,Y,U,U,Y,348
1000276,0,S,U,U,U,U,U,N,1471
1000277,0,Z,U,U,U,U,U,Y,881
1000278,0,I,U,U,U,U,U,Y,86
1000279,0,N,U,U,Y,U,U,N,631
1000280,1,O,U,U,U,U,U,Y,566
1000281,0,G,U,U,U,U,U,Y,1531
1000282,0,N,U,U,U,U,U,Y,224
1000283,0,D,U,U,U,U,U,Y,18
1000284,,,,,,,,,96
1000285,0,N,U,U,U,U,U,N,62
1000286,0,O,U,U,U,U,U,Y,953
1000287,0,N,U,U,U,U,U,Y,226
1000288,0,S,Y,U,U,U,U,Y,1638
1000289,0,N,U,U,U,U,U,N,547
1000290,0,N,U,U,Y,U,U,Y,647
1000291,0,N,Y,U,U,U,U,Y,1144
1000292,0,N,U,U,U,U,U,Y,694
1000293,0,N,U,U,U,U,U,N,284
1000294,0,U,U,U,U,U,U,Y,1441
1000295,0,N,U,U,U,U,U,Y,438
1000296,0,H,U,U,U,U,U,Y,25
1000297,0,N,U,U,Y,Y,U,Y,223
1000298,0,N,U,U,U,U,U,Y,1636
1000299,0,N,U,U,U,U,U,Y,1120
1000300,0,Z,U,U,U,U,U,N,241
1000301,0,N,U,U,U,U,Y,Y,263
1000302,0,N,U,U,U,U,U,Y,206
1000303,0,N,U,U,U,U,U,Y,1250
1000304,0,S,U,U,U,U,U,Y,314
1000305,0,U,U,U,U,U,U,Y,539
1000306,0,Z,U,U,U,U,U,Y,308
1000307,0,N,U,U,U,U,U,Y,54
1000308,0,N,U,U,U,U,U,Y,6
1000309,0,N,U,U,U,U,U,Y,253
1000310,0,G,U,U,U,U,U,Y,19
1000311,0,N,U,U,U,U,U,N,217
1000312,0,N,U,U,U,U,U,Y,53
1000313,0,B,U,U,U,U,U,Y,678
1000314,0,H,U,Y,U,U,U,Y,95
1000315,0,H,U,U,U,U,U,Y,468
1000316,1,H,U,U,U,U,U,Y,369
1000317,1,S,U,U,U,U,U,Y,1222
1000318,0,G,U,U,U,U,U,Y,187
1000319,0,U,U,Y,Y,U,Y,Y,195
1000320,0,N,U,U,U,U,U,Y,1206
1000321,0,Z,U,U,U,U,U,N,446
1000322,0,N,U,U,U,U,U,Y,369
1000323,0,N,U,U,U,U,U,N,35
1000324,0,N,U,U,Y,U,U,Y,173
1000325,0,S,U,U,U,U,U,Y,198
1000326,0,S,U,U,U,U,U,Y,1462
1000327,0,G,U,U,U,U,U,Y,691
1000328,0,N,U,U,U,U,U,Y,160
1000329,0,G,U,U,U,U,U,Y,246
1000330,0,Z,U,U,U,U,U,Y,325
1000331,0,S,U,U,U,U,U,Y,230
1000332,0,J,U,U,U,U,U,N,664
1000333,0,J,U,U,U,U,U,N,438
1000334,0,Z,U,U,U,U,U,Y,11
1000335,0,F,U,U,U,U,U,Y,257
1000336,1,U,Y,Y,U,U,U,Y,239
1000337,0,U,U,U,U,U,U,Y,1461
1000338,0,N,U,U,U,Y,U,Y,922
1000339,0,N,U,U,U,U,U,Y,1084
1000340,0,H,U,Y,U,U,Y,Y,417
1000341,0,G,U,U,U,U,U,Y,194
1000342,1,N,U,U,U,Y,U,Y,192
1000343,0,G,U,U,U,U,Y,Y,378
1000344,0,I,U,U,U,U,U,Y,181
1000345,0,H,U,U,U,U,U,Y,317
1000346,1,N,U,U,U,U,U,Y,1628
1000347,0,G,U,U,U,U,U,Y,123
1000348,1,J,U,U,U,U,U,Y,74
1000349,0,N,U,U,U,U,U,N,583
1000350,0,I,U,U,U,Y,U,Y,36
1000351,0,G,U,U,U,U,U,N,435
1000352,0,N,U,U,U,U,U,Y,238
1000353,0,H,U,U,U,U,U,N,48
1000354,0,S,U,U,U,Y,U,Y,431
1000355,0,H,U,U,U,U,U,N,32
1000356,0,N,U,U,U,U,U,N,89
1000357,0,N,U,U,U,U,U,Y,632
1000358,0,N,U,U,U,U,U,Y,429
1000359,0,S,Y,U,U,U,U,Y,1517
1000360,0,H,U,U,U,U,U,N,631
1000361,0,G,U,U,U,U,U,N,502
1000362,0,S,U,U,U,U,U,Y,437
1000363,0,S,U,U,Y,Y,U,Y,684
1000364,0,N,U,U,U,U,U,Y,182
1000365,0,F,U,U,U,U,U,Y,30
1000366,0,G,U,U,U,U,U,N,1001
1000367,0,U,U,U,U,U,U,Y,510
1000368,0,I,U,U,U,U,U,Y,456
1000369,0,N,U,U,U,U,U,Y,555
1000370,0,N,Y,U,U,Y,Y,Y,145
1000371,0,N,U,Y,Y,U,U,Y,259
1000372,0,G,U,U,U,U,Y,Y,841
1000373,0,N,Y,Y,Y,U,U,Y,474
1000374,0,G,U,U,U,U,U,N,103
1000375,0,F,U,U,Y,U,U,Y,100
1000376,0,U,U,U,U,U,U,Y,448
1000377,0,N,U,U,U,U,U,Y,1622
1000378,0,N,U,U,U,U,U,Y,228
1000379,0,U,U,U,U,U,U,N,104
1000380,0,J,Y,U,U,U,Y,Y,861
1000381,0,N,U,U,U,U,U,Y,569
1000382,0,N,U,U,Y,U,U,Y,174
1000383,0,I,U,Y,Y,U,U,Y,13
1000384,0,N,U,U,U,U,U,N,686
1000385,0,H,U,U,U,U,U,Y,290
1000386,0,F,U,U,U,U,U,Y,470
1000387,0,G,U,U,Y,Y,U,Y,530
1000388,0,S,U,U,U,U,U,Y,998
1000389,0,N,U,Y,Y,U,U,Y,52
1000390,,,,,,,,,619
1000391,1,J,U,U,Y,Y,Y,Y,644
1000392,0,I,U,U,U,U,U,Y,311
1000393,1,N,U,U,Y,Y,U,Y,1451
1000394,0,N,U,Y,Y,U,U,Y,572
1000395,0,N,Y,Y,Y,U,U,Y,582
1000396,0,N,U,Y,Y,Y,U,Y,1511
1000397,0,N,Y,U,U,U,U,N,646
1000398,0,F,U,U,U,U,U,Y,616
1000399,0,N,U,U,U,U,U,N,320
1000400,0,G,U,U,U,U,U,Y,247
1000401,0,N,U,U,U,U,Y,Y,183
1000402,0,N,U,U,U,U,U,N,477
1000403,0,I,U,U,U,U,U,N,13
1000404,0,N,U,U,U,U,U,N,1179
1000405,0,R,U,U,U,U,U,Y,575
1000406,0,J,Y,U,U,U,U,Y,647
1000407,,,,,,,,,403
1000408,0,N,U,U,U,U,U,Y,511
1000409,0,Z,U,U,U,U,U,Y,822
1000410,0,I,U,Y,Y,U,U,Y,68
1000411,1,N,U,U,U,U,U,Y,389
1000412,1,N,U,U,U,U,U,Y,256
1000413,0,S,U,U,U,U,U,Y,239
1000414,0,N,U,U,U,U,U,Y,528
1000415,0,N,U,U,U,U,U,Y,1447
1000416,0,J,U,U,U,Y,Y,Y,166
1000417,0,I,U,U,U,U,U,N,373
1000418,0,N,U,U,Y,Y,U,Y,243
1000419,0,S,U,U,U,U,U,Y,875
1000420,0,N,U,U,U,U,U,Y,313
1000421,0,N,U,U,U,U,U,Y,652
1000422,0,N,U,U,U,U,U,Y,16
1000423,0,I,Y,U,U,U,U,Y,698
1000424,0,N,U,U,U,U,U,Y,410
1000425,0,Z,U,U,U,U,U,Y,702
1000426,0,H,U,U,U,U,U,N,217
1000427,0,U,U,U,U,U,U,N,556
1000428,1,G,U,U,Y,U,U,Y,304
1000429,,,,,,,,,1554
1000430,0,N,U,U,U,U,U,Y,340
1000431,0,N,U,U,U,U,U,Y,142
1000432,0,R,U,U,U,U,U,N,117
1000433,0,H,U,U,U,Y,U,Y,331
1000434,0,N,U,U,U,U,U,N,430
1000435,0,S,U,U,U,U,U,N,1554
1000436,0,U,U,U,U,U,U,N,402
1000437,0,U,Y,U,U,U,U,N,1088
1000438,0,J,U,U,U,U,U,Y,135
1000439,0,U,U,U,U,U,Y,Y,198
1000440,0,N,U,U,U,Y,Y,Y,1264
1000441,0,S,Y,Y,Y,U,U,Y,588
1000442,1,N,U,Y,U,U,U,Y,439
1000443,0,N,U,U,U,U,U,Y,494
1000444,0,N,U,U,U,U,U,Y,204
1000445,0,N,U,U,Y,U,U,Y,280
1000446,0,G,U,U,U,U,U,Y,172
1000447,1,N,U,U,U,U,U,Y,1444
1000448,0,H,U,U,U,U,U,N,195
1000449,0,S,U,U,U,U,U,Y,285
1000450,0,S,U,U,U,U,U,Y,1444
1000451,0,R,U,U,U,U,U,Y,686
1000452,1,N,U,U,U,U,U,Y,541
1000453,0,J,U,U,U,U,U,Y,334
1000454,0,N,U,U,U,U,U,N,702
1000455,0,U,U,U,U,U,U,N,767
1000456,0,H,U,U,U,U,U,Y,35
1000457,0,H,U,U,U,U,U,N,1
1000458,0,N,U,U,U,U,U,Y,217
1000459,0,U,U,U,U,U,U,N,416
1000460,1,U,U,U,U,U,U,Y,1442
1000461,0,I,U,U,U,U,U,Y,90
1000462,0,I,U,U,U,U,U,Y,1287
1000463,0,H,U,U,U,U,U,Y,140
1000464,,,,,,,,,4
1000465,0,I,U,U,U,U,U,N,410
1000466,0,S,U,U,U,U,U,Y,1504
1000467,0,N,U,U,U,U,U,Y,663
1000468,0,H,U,U,U,U,U,N,463
1000469,0,N,Y,Y,U,U,U,Y,932
1000470,0,G,U,Y,U,U,U,Y,538
1000471,0,H,Y,Y,Y,U,U,Y,876
1000472,0,N,U,U,U,U,U,Y,1145
1000473,0,N,U,U,U,U,U,Y,533
1000474,0,N,U,U,U,U,U,Y,527
1000475,0,O,U,U,U,U,U,Y,430
1000476,,,,,,,,,66
1000477,0,S,U,U,U,U,U,Y,1502
1000478,0,Z,U,U,U,U,U,Y,195
1000479,0,H,U,U,U,U,U,Y,88
1000480,0,U,U,U,U,U,U,Y,423
1000481,0,N,U,U,U,U,U,Y,341
1000482,0,I,U,U,U,U,U,N,1548
1000483,0,N,U,U,U,U,U,N,231
1000484,0,G,U,U,U,U,U,Y,601
1000485,0,J,U,U,U,U,U,N,86
1000486,0,U,U,U,U,U,U,Y,135
1000487,0,S,Y,U,U,U,U,Y,615
1000488,1,H,U,U,U,U,U,Y,15
1000489,0,S,U,U,U,U,U,Y,802
1000490,0,S,U,U,U,U,U,Y,155
1000491,1,U,U,U,U,Y,U,Y,98
1000492,0,H,U,U,U,U,U,Y,67
1000493,0,N,U,U,U,U,U,Y,202
1000494,0,U,U,U,U,U,U,N,382
1000495,0,N,Y,U,Y,U,U,Y,349
1000496,0,S,U,U,U,U,U,N,524
1000497,1,S,U,U,U,U,U,Y,1607
1000498,0,N,U,U,U,U,U,N,250
1000499,0,H,Y,Y,U,U,U,Y,126
1000500,1,N,U,Y,Y,U,U,Y,3
1000501,0,N,U,U,U,U,U,Y,1390
1000502,0,N,U,U,U,U,U,Y,454
1000503,0,S,U,U,U,U,U,Y,437
1000504,0,U,U,U,U,Y,U,Y,1437
1000505,0,I,U,U,U,U,U,Y,1437
1000506,0,F,U,U,U,U,U,Y,92
1000507,0,N,U,U,U,U,U,Y,62
1000508,0,N,Y,U,U,U,U,Y,421
1000509,0,S,U,U,U,U,U,Y,574
1000510,0,G,U,U,U,U,U,Y,39
1000511,0,F,U,U,U,U,U,Y,268
1000512,0,N,U,U,U,U,U,Y,103
1000513,0,U,U,U,U,U,Y,Y,555
1000514,0,N,U,U,Y,U,U,Y,367
1000515,0,H,U,U,U,U,U,N,212
1000516,0,N,U,U,U,Y,U,Y,556
1000517,0,S,U,U,U,U,U,N,204
1000518,1,S,U,U,U,U,U,Y,293
1000519,0,N,U,U,Y,Y,U,Y,428
1000520,0,S,U,U,U,U,U,Y,96
1000521,0,S,U,U,U,U,U,Y,758
1000522,0,Z,U,U,U,Y,Y,Y,507
1000523,0,U,U,U,U,U,U,N,110
1000524,0,N,U,U,U,U,U,Y,1542
1000525,1,S,U,U,Y,Y,U,Y,530
1000526,0,J,U,U,Y,Y,Y,Y,436
1000527,0,G,U,U,U,U,U,Y,405
1000528,,,,,,,,,1602
1000529,0,N,U,U,U,Y,Y,Y,501
1000530,0,U,U,U,U,U,U,Y,1494
1000531,0,H,U,U,U,U,U,N,299
1000532,0,H,U,U,U,U,U,N,929
1000533,0,H,U,U,Y,U,U,Y,861
1000534,0,N,U,U,U,U,U,Y,1494
1000535,0,D,U,U,Y,U,U,Y,66
1000536,0,H,U,U,Y,U,U,Y,77
1000537,0,U,U,U,U,U,U,N,556
1000538,1,J,U,U,U,Y,Y,Y,72
1000539,0,S,U,U,U,U,U,Y,888
1000540,0,H,U,U,U,U,U,Y,872
1000541,0,S,U,U,U,U,U,Y,53
1000542,0,N,U,U,U,Y,Y,Y,621
1000543,0,S,U,Y,U,U,U,Y,647
1000544,0,I,U,U,U,U,U,Y,48
1000545,0,N,U,U,U,U,U,Y,737
1000546,0,N,U,U,Y,Y,Y,Y,683
1000547,0,U,U,U,Y,Y,U,Y,374
1000548,0,H,U,U,U,U,U,Y,427
1000549,0,D,U,U,Y,Y,U,Y,686
1000550,0,H,U,U,U,U,U,Y,365
1000551,0,H,U,U,U,U,U,N,256
1000552,0,U,Y,Y,U,U,U,Y,821
1000553,0,H,U,U,Y,Y,Y,Y,351
1000554,0,N,U,U,U,U,U,Y,1535
1000555,0,N,U,U,U,U,U,N,860
1000556,0,H,U,U,U,U,U,N,153
1000557,0,N,U,U,U,U,U,N,1535
1000558,0,O,U,U,U,U,U,Y,100
1000559,0,U,U,U,U,U,U,Y,223
1000560,0,U,U,U,U,Y,Y,Y,66
1000561,0,N,U,U,U,U,Y,Y,236
1000562,0,S,U,U,U,U,U,N,9
1000563,0,N,U,U,U,U,U,N,360
1000564,1,I,U,U,U,U,U,Y,455
1000565,,,,,,,,,382
1000566,0,H,U,U,U,U,U,N,99
1000567,0,N,U,U,U,U,U,Y,746
1000568,0,J,U,U,U,U,U,Y,85
1000569,0,U,U,U,U,U,U,Y,401
1000570,1,N,U,U,U,Y,Y,Y,358
1000571,0,N,U,U,U,U,U,N,179
1000572,0,N,U,U,U,U,U,N,225
1000573,0,H,U,U,U,U,Y,Y,11
1000574,0,U,U,U,U,U,U,Y,-3
1000575,0,H,U,U,U,U,Y,Y,68
1000576,0,S,U,U,U,Y,U,Y,37
1000577,0,S,U,U,U,U,U,Y,25
1000578,0,F,Y,U,U,U,U,Y,304
1000579,0,N,U,U,U,U,U,Y,1425
1000580,0,G,U,U,U,U,U,Y,434
1000581,0,N,U,U,U,U,U,Y,1487
1000582,,,,,,,,,413
1000583,0,J,U,U,U,U,Y,Y,372
1000584,0,N,U,U,U,U,U,Y,636
1000585,0,N,U,U,U,U,U,Y,733
1000586,0,N,U,U,U,U,U,Y,275
1000587,0,S,U,U,U,U,U,Y,1425
1000588,0,S,U,U,U,U,U,Y,661
1000589,0,H,U,U,Y,U,Y,Y,118
1000590,0,U,U,U,U,U,U,Y,229
1000591,0,N,U,U,U,Y,Y,Y,499
1000592,0,S,U,U,Y,Y,U,Y,720
1000593,0,U,U,U,U,U,U,Y,361
1000594,0,N,U,U,U,U,U,Y,328
1000595,0,N,U,U,U,U,U,N,1593
1000596,0,H,U,U,U,U,U,N,261
1000597,0,G,U,U,U,U,U,Y,1133
