Customer_ID,attempt_Mean
1000302,355
1000303,32.66666667
1000304,200
1000305,85.66666667
1000306,80.33333333
1000307,604.6666667
1000308,128.3333333
1000309,67.66666667
1000310,490.3333333
1000311,595.3333333
1000312,152.3333333
1000313,32
1000314,270
1000315,0.333333333
1000316,525.6666667
1000317,94.66666667
1000318,1413.666667
1000319,120.6666667
1000320,4.333333333
1000321,328
1000322,225.3333333
1000323,374
1000324,363
1000325,257.6666667
1000326,14.66666667
1000327,116.3333333
1000328,126
1000329,158.3333333
1000330,10
1000331,260.3333333
1000332,219.6666667
1000333,41
1000334,319
1000335,186.3333333
1000336,172.3333333
1000337,35.33333333
1000338,88
1000339,76.66666667
1000340,577.6666667
1000341,513
1000342,576.3333333
1000343,412
1000344,173
1000345,224.6666667
1000346,363.3333333
1000347,569.6666667
1000348,52.66666667
1000349,491.3333333
1000350,165.6666667
1000351,66.66666667
1000352,88
1000353,243
1000354,0
1000355,132
1000356,62
1000357,119
1000358,805
1000359,2.333333333
1000360,209.3333333
1000361,341
1000362,105.6666667
1000363,197
1000364,681.6666667
1000365,1204.666667
1000366,308.6666667
1000367,52
1000368,162
1000369,398.6666667
1000370,290.3333333
1000371,89.33333333
1000372,49.66666667
1000373,152.6666667
1000374,500
1000375,331
1000376,169.3333333
1000377,0
1000378,94
1000379,0
1000380,85.66666667
1000381,213.6666667
1000382,344
1000383,113
1000384,216.3333333
1000385,440
1000386,282
1000387,333.3333333
1000388,24.66666667
1000389,63.33333333
1000390,142
1000391,28
1000392,3.666666667
1000393,127.6666667
1000394,402.6666667
1000395,389
1000396,228.6666667
1000397,207.3333333
1000398,39
1000399,104.3333333
1000400,781
1000401,146.3333333
1000402,90
1000403,484
1000404,127.3333333
1000405,7.666666667
1000406,717.3333333
1000407,32.66666667
1000408,0
1000409,281
1000410,709.6666667
1000411,102.3333333
1000412,51
1000413,352.6666667
1000414,212.3333333
1000415,0
1000416,199.3333333
1000417,13
1000418,239.6666667
1000419,6.333333333
1000420,81.66666667
1000421,178
1000422,218
1000423,252
1000424,68.33333333
1000425,380.3333333
1000426,478.6666667
1000427,536.6666667
1000428,126.3333333
1000429,29.66666667
1000430,146.3333333
1000431,463.3333333
1000432,491.6666667
1000433,407.6666667
1000434,93
1000435,72
1000436,218.3333333
1000437,27.66666667
1000438,575.3333333
1000439,227.6666667
1000440,102.6666667
1000441,1.666666667
1000442,0
1000443,47.33333333
1000444,222.6666667
1000445,583.3333333
1000446,103.3333333
1000447,1.333333333
1000448,747
1000449,0
1000450,12
1000451,208.6666667
1000452,158.3333333
1000453,84
1000454,209.6666667
1000455,46.66666667
1000456,307
1000457,1127
1000458,53.33333333
1000459,127
1000460,120
1000461,253.3333333
1000462,70.33333333
1000463,691.6666667
1000464,198
1000465,192.3333333
1000466,45.66666667
1000467,471
1000468,233
1000469,85
1000470,102.6666667
1000471,131.3333333
1000472,13.33333333
1000473,300
1000474,192
1000475,129
1000476,136.6666667
1000477,12.33333333
1000478,161
1000479,98
1000480,214.6666667
1000481,311.6666667
1000482,177.6666667
1000483,71.66666667
1000484,32.66666667
1000485,290.6666667
1000486,149
1000487,27.66666667
1000488,209
1000489,135.3333333
1000490,521.6666667
1000491,515.3333333
1000492,316
1000493,574
1000494,664
1000495,55
1000496,221
1000497,19.33333333
1000498,103.6666667
1000499,676.6666667
1000500,113
1000501,168
1000502,9.333333333
1000503,70.33333333
1000504,8.333333333
1000505,179.6666667
1000506,163.6666667
1000507,132.3333333
1000508,233
1000509,123.3333333
1000510,238
1000511,198.6666667
1000512,279
1000513,258.3333333
1000514,158.3333333
1000515,379.3333333
1000516,96
1000517,172.3333333
1000518,238.6666667
1000519,371.6666667
1000520,528.6666667
1000521,156.3333333
1000522,0.666666667
1000523,603
1000524,133
1000525,572.6666667
1000526,10
1000527,260
1000528,93.33333333
1000529,26.33333333
1000530,2
1000531,320.3333333
1000532,128.3333333
1000533,177
1000534,10.33333333
1000535,298
1000536,41.33333333
1000537,76.33333333
1000538,678.3333333
1000539,18
1000540,190.3333333
1000541,309.3333333
1000542,305.3333333
1000543,439.3333333
1000544,64.66666667
1000545,120
1000546,865
1000547,235.6666667
1000548,90.66666667
1000549,2
1000550,716.3333333
1000551,241.3333333
1000552,45.33333333
1000553,284.3333333
1000554,0
1000555,346.3333333
1000556,414
1000557,11
1000558,150
1000559,219.6666667
1000560,905
1000561,190.3333333
1000562,721
1000563,320.6666667
1000564,55.66666667
1000565,266.6666667
1000566,247
1000567,225.6666667
1000568,234.6666667
1000569,61.33333333
1000570,1087.666667
1000571,673
1000572,1471.333333
1000573,354
1000574,61.66666667
1000575,312.3333333
1000576,53.66666667
1000577,118.3333333
1000578,120.3333333
1000579,85.33333333
1000580,0
1000581,26.33333333
1000582,208.3333333
1000583,265.6666667
1000584,458.3333333
1000585,0
1000586,316
1000587,26.66666667
1000588,169
1000589,458
1000590,17.33333333
1000591,29.33333333
1000592,360
1000593,433.6666667
1000594,24.66666667
1000595,143.6666667
1000596,362
1000597,290.6666667
1000598,146
1000599,54.66666667
1000600,192.3333333
1000601,400
1000602,98.33333333
1000603,84.33333333
1000604,250
1000605,0
1000606,49
1000607,0
1000608,4.333333333
1000609,0
1000610,123
1000611,40
1000612,295.6666667
1000613,88.66666667
1000614,77.33333333
1000615,183.3333333
1000616,402
1000617,31.66666667
1000618,147
1000619,73.33333333
1000620,134.6666667
1000621,103.3333333
1000622,399.6666667
1000623,116.3333333
1000624,508.6666667
1000625,133
1000626,27.66666667
1000627,7.666666667
1000628,2.666666667
1000629,116.3333333
1000630,379
1000631,237
1000632,767
1000633,0
1000634,196.3333333
1000635,0
1000636,185
1000637,5.666666667
1000638,538.3333333
1000639,0
1000640,37
1000641,858.6666667
1000642,737.6666667
1000643,0
1000644,325.6666667
1000645,170.6666667
1000646,7
1000647,529
1000648,690
1000649,106
1000650,125.6666667
1000651,243.3333333
1000652,2289
1000653,138.6666667
1000654,38.66666667
1000655,48
1000656,84.66666667
1000657,153
1000658,56
1000659,77
1000660,3.333333333
1000661,0
1000662,93.66666667
1000663,49.33333333
1000664,33.66666667
1000665,230.3333333
1000666,118.3333333
1000667,191.3333333
1000668,322.6666667
1000669,241.3333333
1000670,564
1000671,280.6666667
1000672,0
1000673,42.66666667
1000674,239.6666667
1000675,202
1000676,75
1000677,75.66666667
1000678,433.6666667
1000679,74.66666667
1000680,65.66666667
1000681,233.3333333
1000682,18.33333333
1000683,93.66666667
1000684,42
1000685,0
1000686,58
1000687,107.6666667
1000688,328.6666667
1000689,885
1000690,81.33333333
1000691,2
1000692,145.6666667
1000693,47
1000694,488.6666667
1000695,0
1000696,156.6666667
1000697,295.6666667
1000698,7.333333333
1000699,72.66666667
1000700,138.3333333
1000701,309.3333333
1000702,16.66666667
1000703,319.3333333
1000704,0
1000705,194.3333333
1000706,326.3333333
1000707,627
1000708,35.33333333
1000709,160.6666667
1000710,62
1000711,39.66666667
1000712,232
1000713,61.66666667
1000714,8.666666667
1000715,643
1000716,368
1000717,4.333333333
1000718,316
1000719,0
1000720,227
1000721,93.66666667
1000722,672
1000723,558
1000724,291.3333333
1000725,298
1000726,214
1000727,37.33333333
1000728,64
1000729,280.6666667
1000730,331.6666667
1000731,607.3333333
1000732,160
1000733,381.6666667
1000734,544.3333333
1000735,22.33333333
1000736,58.66666667
1000737,537
1000738,0.666666667
1000739,120.3333333
1000740,63.66666667
1000741,1496
1000742,78
1000743,253.6666667
1000744,184
1000745,465
1000746,474
1000747,180.3333333
1000748,0.666666667
1000749,53.66666667
1000750,156.3333333
1000751,362
1000752,0
1000753,484.6666667
1000754,184
1000755,241.6666667
1000756,250
1000757,27.66666667
1000758,120.3333333
1000759,9.333333333
1000760,116.6666667
1000761,90.33333333
1000762,106
1000763,69
1000764,96.66666667
1000765,11
1000766,182
1000767,86.33333333
1000768,51.33333333
1000769,171.3333333
1000770,201.6666667
1000771,168
1000772,393.3333333
1000773,747
1000774,335
1000775,160
1000776,257.6666667
1000777,433.3333333
1000778,289
1000779,301
1000780,40.33333333
1000781,131
1000782,220.3333333
1000783,200.6666667
1000784,192.3333333
1000785,33
1000786,142.6666667
1000787,170.6666667
1000788,0
1000789,558
1000790,50.33333333
1000791,332.6666667
1000792,137.6666667
1000793,25.66666667
1000794,21.66666667
1000795,44
1000796,124.6666667
1000797,301
1000798,66
1000799,141.6666667
1000800,46
1000801,390
1000802,168.3333333
1000803,27
1000804,41.33333333
1000805,286.6666667
1000806,80.66666667
1000807,211
1000808,11
1000809,26
1000810,96.33333333
1000811,110.3333333
1000812,32.66666667
1000813,59.33333333
1000814,78
1000815,36
1000816,60.33333333
1000817,419
1000818,2.666666667
1000819,102
1000820,51
1000821,150.6666667
1000822,85.33333333
1000823,391
1000824,391.3333333
1000825,189
1000826,150
1000827,481
1000828,131.3333333
1000829,483
1000830,162
1000831,19.33333333
1000832,131
1000833,0
1000834,48.66666667
1000835,311
1000836,235
1000837,359.3333333
1000838,0
1000839,97
1000840,864.3333333
1000841,37
1000842,132
1000843,253
1000844,28.66666667
1000845,110.6666667
1000846,83.66666667
1000847,152.3333333
1000848,60
1000849,37.66666667
1000850,249.3333333
1000851,190
1000852,174
1000853,82
1000854,130.6666667
1000855,2.666666667
1000856,215.3333333
1000857,783.3333333
1000858,3
1000859,88
1000860,119.6666667
1000861,83.33333333
1000862,350
1000863,0
1000864,118.6666667
1000865,26
1000866,25.66666667
1000867,22.66666667
1000868,114.6666667
1000869,76
1000870,82.33333333
1000871,98
1000872,213
1000873,67.66666667
1000874,23.33333333
1000875,50.66666667
1000876,58.66666667
1000877,111
1000878,268
1000879,13
1000880,43.66666667
1000881,190.6666667
1000882,232.3333333
1000883,5.333333333
1000884,104
1000885,351.6666667
1000886,245.6666667
1000887,347.3333333
1000888,229.6666667
1000889,111.6666667
1000890,373.3333333
1000891,98.66666667
1000892,75.33333333
1000893,8.666666667
1000894,116.3333333
1000895,46.33333333
1000896,183.6666667
1000897,95.66666667
1000898,185
1000899,11
1000900,274.6666667
1000901,0
1000902,0
1000903,177
1000904,157.3333333
1000905,0
1000906,41
1000907,51
1000908,264.3333333
1000909,182
1000910,169.3333333
1000911,136
1000912,304.3333333
1000913,70
1000914,155.6666667
1000915,71
1000916,263
1000917,109.6666667
1000918,375.6666667
1000919,24
1000920,13.33333333
1000921,98.33333333
1000922,12.33333333
1000923,562
1000924,225
1000925,49
1000926,0
1000927,127.6666667
1000928,84
1000929,696
1000930,744.3333333
1000931,195
1000932,3
1000933,46.66666667
1000934,102
1000935,144.3333333
1000936,31.66666667
1000937,56.33333333
1000938,2
1000939,243
1000940,0
1000941,34.33333333
1000942,319.6666667
1000943,889.3333333
1000944,12
1000945,558
1000946,7
1000947,46.66666667
1000948,77.66666667
1000949,135.3333333
1000950,266.3333333
1000951,361.6666667
1000952,16.33333333
1000953,16.33333333
1000954,149.6666667
1000955,38.33333333
1000956,85.33333333
1000957,226
1000958,210.6666667
1000959,373.3333333
1000960,1016.333333
1000961,0
1000962,0.333333333
1000963,164
1000964,0
1000965,134
1000966,302.3333333
1000967,130.6666667
1000968,26
1000969,114.3333333
1000970,494.3333333
1000971,127.6666667
1000972,77
1000973,160
1000974,0
1000975,8.333333333
1000976,462.6666667
1000977,188
1000978,156
1000979,0
1000980,31
1000981,41
1000982,358.6666667
1000983,176
1000984,125.3333333
1000985,223
1000986,20.33333333
1000987,364.6666667
1000988,214.3333333
1000989,28.33333333
1000990,241.3333333
1000991,352.3333333
1000992,106.6666667
1000993,66.66666667
1000994,459
1000995,49.33333333
1000996,371
1000997,54.66666667
1000998,63
1000999,31.66666667
1001000,168.3333333
1001001,208.3333333
1001002,1
1001003,409.6666667
1001004,57.66666667
1001005,227
1001006,34.33333333
1001007,187.6666667
1001008,75.66666667
1001009,29
1001010,18.33333333
1001011,508.6666667
1001012,754.6666667
1001013,38.66666667
1001014,101.6666667
1001015,173.6666667
1001016,343.3333333
1001017,2
1001018,15.66666667
1001019,46
1001020,0
1001021,225
1001022,80.33333333
1001023,336.6666667
1001024,91
1001025,289
1001026,0.666666667
1001027,35.33333333
1001028,276.3333333
1001029,356
1001030,41.66666667
1001031,171.3333333
1001032,151
1001033,28
1001034,81.33333333
1001035,235.6666667
1001036,15.33333333
1001037,144
1001038,215
1001039,418.3333333
1001040,72
1001041,122
1001042,4.666666667
1001043,8.333333333
1001044,198.6666667
1001045,34
1001046,64.33333333
1001047,233
1001048,7
1001049,85.66666667
1001050,30.66666667
1001051,11.33333333
1001052,21.33333333
1001053,24.33333333
1001054,75.33333333
1001055,212.6666667
1001056,185.6666667
1001057,344
1001058,33
1001059,39.66666667
1001060,318.6666667
1001061,8
1001062,25.33333333
1001063,14
1001064,438
1001065,124
1001066,469
1001067,407.6666667
1001068,6
1001069,39
1001070,201.3333333
1001071,74
1001072,17
1001073,86.66666667
1001074,616.3333333
1001075,77.33333333
1001076,660.6666667
1001077,1224.666667
1001078,167.6666667
1001079,67.66666667
1001080,211.6666667
1001081,147
1001082,538.6666667
1001083,17.33333333
1001084,183.6666667
1001085,68.66666667
1001086,166.3333333
1001087,69.66666667
1001088,57.33333333
1001089,0.666666667
1001090,172
1001091,11.33333333
1001092,164.6666667
1001093,102.6666667
1001094,288.3333333
1001095,53.66666667
1001096,170.3333333
1001097,165.6666667
1001098,37.33333333
1001099,17
1001100,48
1001101,365.6666667
1001102,153.3333333
1001103,171
1001104,62.66666667
1001105,81
1001106,738.3333333
1001107,23.33333333
1001108,100
1001109,390
1001110,225
1001111,18.66666667
1001112,120.3333333
1001113,432.3333333
1001114,47.33333333
1001115,0
1001116,259.3333333
1001117,228.3333333
1001118,84
1001119,103
1001120,172
1001121,5.666666667
1001122,61
1001123,55
1001124,44
1001125,45
1001126,192
1001127,38.66666667
1001128,166
1001129,132
1001130,0
1001131,64
1001132,407.3333333
1001133,68.66666667
1001134,0
1001135,128.3333333
1001136,51
1001137,652
1001138,156
1001139,88
1001140,110.6666667
1001141,5.333333333
1001142,45
1001143,140.3333333
1001144,131
1001145,175.6666667
1001146,22.66666667
1001147,67
1001148,325.3333333
1001149,96
1001150,78.66666667
1001151,15.66666667
1001152,402
1001153,76
1001154,20.33333333
1001155,27.66666667
1001156,16
1001157,258
1001158,119.6666667
1001159,44.33333333
1001160,17.33333333
1001161,37.66666667
1001162,55
1001163,99.66666667
1001164,237
1001165,85
1001166,474
1001167,170
1001168,248.6666667
1001169,538.6666667
1001170,705.3333333
1001171,0.666666667
1001172,1
1001173,83
1001174,66.33333333
1001175,408.6666667
1001176,80
1001177,10.33333333
1001178,5
1001179,0
1001180,77
1001181,133.3333333
1001182,8.333333333
1001183,145
1001184,29.33333333
1001185,203.3333333
1001186,26.33333333
1001187,135.3333333
1001188,246.3333333
1001189,325
1001190,188
1001191,71.66666667
1001192,1.333333333
1001193,157
1001194,0
1001195,1.333333333
1001196,78.66666667
1001197,26.33333333
1001198,306.6666667
1001199,113
1001200,144
1001201,49.66666667
1001202,806.3333333
1001203,86.33333333
1001204,146.3333333
1001205,91.66666667
1001206,110.3333333
1001207,14.66666667
1001208,2.333333333
1001209,207
1001210,210.3333333
1001211,155.6666667
1001212,556
1001213,8.333333333
1001214,215
1001215,491
1001216,19.66666667
1001217,0
1001218,164
1001219,0
1001220,497
1001221,316.6666667
1001222,369
1001223,271.3333333
1001224,411.3333333
1001225,128
1001226,269.3333333
1001227,0
1001228,200.6666667
1001229,2
1001230,80
1001231,218.6666667
1001232,34
1001233,71
1001234,7.666666667
1001235,38.66666667
1001236,232
1001237,113
1001238,81.33333333
1001239,19.66666667
1001240,1
1001241,318.6666667
1001242,533
1001243,429
1001244,84
1001245,255.6666667
1001246,297
1001247,87.66666667
1001248,219.6666667
1001249,59.33333333
1001250,0.333333333
1001251,193.3333333
1001252,67.33333333
1001253,281
1001254,97.66666667
1001255,6.666666667
1001256,299.6666667
1001257,59.66666667
1001258,62
1001259,44
1001260,12.33333333
1001261,210.6666667
1001262,0
1001263,84.33333333
1001264,189.3333333
1001265,183.6666667
1001266,349
1001267,116
1001268,143.6666667
1001269,26.33333333
1001270,30.66666667
1001271,22.66666667
1001272,52
1001273,0
1001274,69.66666667
1001275,80
1001276,8.666666667
1001277,190.3333333
1001278,270.6666667
1001279,613.3333333
1001280,250.6666667
1001281,2
1001282,0
1001283,25.33333333
1001284,242.3333333
1001285,12
1001286,0
1001287,9
1001288,592.3333333
1001289,25.66666667
1001290,174
1001291,14.33333333
1001292,439.6666667
1001293,0
1001294,99
1001295,70.66666667
1001296,115
1001297,809.6666667
1001298,39.66666667
1001299,70.66666667
1001300,36
1001301,85.33333333
1001302,83
1001303,0
1001304,25
1001305,111.6666667
1001306,16
1001307,42.66666667
1001308,209.6666667
1001309,30.33333333
1001310,17.66666667
1001311,392.3333333
1001312,177.3333333
1001313,120
1001314,89
1001315,231.6666667
1001316,401
1001317,17.66666667
1001318,6.666666667
1001319,225
1001320,72.66666667
1001321,24.33333333
1001322,3
1001323,97.66666667
1001324,57.66666667
1001325,51.33333333
1001326,318.3333333
1001327,145.3333333
1001328,106.6666667
1001329,431.3333333
1001330,103.6666667
1001331,161
1001332,288.3333333
1001333,57.66666667
1001334,0
1001335,3
1001336,58.66666667
1001337,527
1001338,61
1001339,286.3333333
1001340,54
1001341,278.3333333
1001342,208
1001343,19
1001344,96
1001345,230.6666667
1001346,55.66666667
1001347,160.3333333
1001348,248
1001349,15.66666667
1001350,108.3333333
1001351,609
1001352,86.66666667
1001353,109
1001354,299.3333333
1001355,113.3333333
1001356,5
1001357,158
1001358,63.33333333
1001359,139
1001360,20.33333333
1001361,174.6666667
1001362,11
1001363,19.66666667
1001364,99.33333333
1001365,1
1001366,150.3333333
1001367,62
1001368,63.33333333
1001369,223.3333333
1001370,157
1001371,43.33333333
1001372,139.6666667
1001373,25
1001374,41
1001375,351.6666667
1001376,45.33333333
1001377,0
1001378,55.33333333
1001379,271.3333333
1001380,166
1001381,22.33333333
1001382,0
1001383,200.3333333
1001384,18.33333333
1001385,225
1001386,53
1001387,475.6666667
1001388,59.66666667
1001389,64.66666667
1001390,14.33333333
1001391,459.3333333
1001392,8
1001393,5.333333333
1001394,84.66666667
1001395,68
1001396,233.3333333
1001397,0
1001398,4
1001399,95
1001400,113.3333333
1001401,42
1001402,370.3333333
1001403,103.3333333
1001404,10.66666667
1001405,166.3333333
1001406,195.3333333
1001407,453
1001408,16
1001409,72
1001410,228
1001411,20.33333333
1001412,142.6666667
1001413,18
1001414,252
1001415,132.6666667
1001416,209.3333333
1001417,403.3333333
1001418,13.33333333
1001419,51.66666667
1001420,126
1001421,213.6666667
1001422,11.66666667
1001423,212
1001424,73.33333333
1001425,85.33333333
1001426,1250
1001427,112
1001428,43.33333333
1001429,15
1001430,33.66666667
1001431,143.6666667
1001432,40.66666667
1001433,0
1001434,48.66666667
1001435,109
1001436,7.666666667
1001437,224.6666667
1001438,129.6666667
1001439,144.6666667
1001440,225
1001441,138.6666667
1001442,49.66666667
1001443,81
1001444,122
1001445,13
1001446,56
1001447,30.66666667
1001448,62.33333333
1001449,83.66666667
1001450,105.6666667
1001451,0
1001452,142.6666667
1001453,522
1001454,188.6666667
1001455,89.33333333
1001456,251.3333333
1001457,8
1001458,139.3333333
1001459,71.66666667
1001460,48.33333333
1001461,116.6666667
1001462,266.3333333
1001463,46
1001464,180.6666667
1001465,32
1001466,22
1001467,212.3333333
1001468,43.33333333
1001469,0
1001470,11.33333333
1001471,96
1001472,13
1001473,9.666666667
1001474,156.3333333
1001475,6.666666667
1001476,330
1001477,69.33333333
1001478,139
1001479,2.333333333
1001480,74.33333333
1001481,89
1001482,40.66666667
1001483,0
1001484,107
1001485,98
1001486,139.6666667
1001487,46
1001488,9.333333333
1001489,96.33333333
1001490,81.66666667
1001491,45.33333333
1001492,104
1001493,76
1001494,9
1001495,320.6666667
1001496,55
1001497,99.33333333
1001498,163.3333333
1001499,0
1001500,13.33333333
1001501,28
1001502,62.33333333
1001503,3.666666667
1001504,120
1001505,26.33333333
1001506,4
1001507,200.3333333
1001508,17.33333333
1001509,2
1001510,16.33333333
1001511,56.66666667
1001512,378
1001513,5.333333333
1001514,6
1001515,168
1001516,5.333333333
1001517,124
1001518,21.66666667
1001519,46.33333333
1001520,216
1001521,126.6666667
1001522,139
1001523,35.33333333
1001524,832.3333333
1001525,130.6666667
1001526,152.6666667
1001527,90.33333333
1001528,62.33333333
1001529,0
1001530,32.66666667
1001531,212.6666667
1001532,27.33333333
1001533,4
1001534,216.3333333
1001535,33.66666667
1001536,145.6666667
1001537,203.6666667
1001538,137.3333333
1001539,269
1001540,14.66666667
1001541,9
1001542,87
1001543,125.6666667
1001544,97
1001545,0
1001546,220.3333333
1001547,44
1001548,1.666666667
1001549,16.66666667
1001550,11.33333333
1001551,151.3333333
1001552,44.33333333
1001553,41
1001554,145.6666667
1001555,22.66666667
1001556,83.66666667
1001557,43.33333333
1001558,92.66666667
1001559,26.66666667
1001560,76.66666667
1001561,163
1001562,224.3333333
1001563,65.33333333
1001564,57.33333333
1001565,324.3333333
1001566,24.33333333
1001567,20.66666667
1001568,58
1001569,223.6666667
1001570,57
1001571,4.666666667
1001572,32.66666667
1001573,102
1001574,42.33333333
1001575,114
1001576,0
1001577,141.3333333
1001578,11.33333333
1001579,0
1001580,1022.666667
1001581,36.33333333
1001582,0
1001583,3.666666667
1001584,14.66666667
1001585,55.66666667
1001586,121.3333333
1001587,263.3333333
1001588,45.66666667
1001589,0
1001590,1
1001591,274
1001592,35.66666667
1001593,100
1001594,34.33333333
1001595,137.3333333
1001596,0
1001597,15
1001598,98.66666667
1001599,149.3333333
1001600,20.33333333
1001601,128
1001602,21.33333333
1001603,457.3333333
1001604,252
1001605,70
1001606,11.33333333
1001607,296
1001608,43
1001609,22.33333333
1001610,55.33333333
1001611,336.6666667
1001612,88.66666667
1001613,44
1001614,62.33333333
1001615,66.66666667
1001616,94.66666667
1001617,147
1001618,137
1001619,237.3333333
1001620,73
1001621,129.3333333
1001622,65
1001623,90.33333333
1001624,182
1001625,12
1001626,0
1001627,44.66666667
1001628,80
1001629,205.6666667
1001630,70.66666667
1001631,205.6666667
1001632,81
1001633,160.3333333
1001634,80.66666667
1001635,138.3333333
1001636,45.66666667
1001637,56.33333333
1001638,108.6666667
1001639,0
1001640,33.66666667
1001641,7.333333333
1001642,510
1001643,16
1001644,196.6666667
1001645,228.3333333
1001646,280.3333333
1001647,203
1001648,192.3333333
1001649,294.6666667
1001650,26.66666667
1001651,82
1001652,359
1001653,22
1001654,177
1001655,116.6666667
